date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-12,2:13:11 PM,16, 1,8,4,1,1,3, 3, 1, 1.56929
2019-09-12,2:13:14 PM,16, 1,8,4,1,2,1, 1, 1, 1.24129
2019-09-12,2:13:16 PM,16, 1,8,4,1,3,4, 4, 1, 1.817665
2019-09-12,2:13:18 PM,16, 1,8,4,1,4,2, 2, 1, 0.9710687
2019-09-12,2:13:19 PM,16, 1,8,4,1,4,0, 0, AVERAGE, 1.399829
2019-09-12,2:13:25 PM,16, 1,8,4,2,5,2, 2, 1, 1.107598
2019-09-12,2:13:26 PM,16, 1,8,4,2,6,4, 4, 1, 1.035361
2019-09-12,2:13:28 PM,16, 1,8,4,2,7,3, 3, 1, 0.8143918
2019-09-12,2:13:29 PM,16, 1,8,4,2,8,1, 1, 1, 0.7638107
2019-09-12,2:13:30 PM,16, 1,8,4,2,8,0, 0, AVERAGE, 0.9302905
2019-09-12,2:13:33 PM,16, 1,8,4,3,9,2, 2, 1, 0.9727063
2019-09-12,2:13:35 PM,16, 1,8,4,3,10,3, 3, 1, 0.9248906
2019-09-12,2:13:37 PM,16, 1,8,4,3,11,4, 4, 1, 0.9064198
2019-09-12,2:13:38 PM,16, 1,8,4,3,12,1, 1, 1, 0.6974496
2019-09-12,2:13:39 PM,16, 1,8,4,3,12,0, 0, AVERAGE, 0.8753666
2019-09-12,2:13:41 PM,16, 1,8,4,4,13,3, 3, 1, 0.6920388
2019-09-12,2:13:42 PM,16, 1,8,4,4,14,4, 4, 1, 0.6398952
2019-09-12,2:13:44 PM,16, 1,8,4,4,15,2, 2, 1, 1.004927
2019-09-12,2:13:46 PM,16, 1,8,4,4,16,1, 1, 1, 0.6657782
2019-09-12,2:13:46 PM,16, 1,8,4,4,16,0, 0, AVERAGE, 0.7506598
2019-09-12,2:13:50 PM,16, 1,8,4,5,17,4, 4, 1, 0.9716489
2019-09-12,2:13:51 PM,16, 1,8,4,5,18,1, 1, 1, 0.6289679
2019-09-12,2:13:54 PM,16, 1,8,4,5,19,3, 3, 1, 0.843482
2019-09-12,2:13:54 PM,16, 1,8,4,5,20,3, 2, 0, 0.0169419
2019-09-12,2:13:54 PM,16, 1,8,4,5,20,0, 0, AVERAGE, 0.6152601
2019-09-12,2:13:56 PM,16, 1,8,4,6,21,1, 1, 1, 0.0279482
2019-09-12,2:13:58 PM,16, 1,8,4,6,22,3, 3, 1, 0.7584714
2019-09-12,2:14:00 PM,16, 1,8,4,6,23,2, 2, 1, 1.518449
2019-09-12,2:14:03 PM,16, 1,8,4,6,24,4, 4, 1, 1.005896
2019-09-12,2:14:03 PM,16, 1,8,4,6,24,0, 0, AVERAGE, 0.8276911
2019-09-12,2:14:10 PM,16, 1,8,8,7,25,4, 4, 1, 1.863521
2019-09-12,2:14:16 PM,16, 1,8,8,7,26,1, 1, 1, 3.275004
2019-09-12,2:14:20 PM,16, 1,8,8,7,27,6, 5, 0, 2.648894
2019-09-12,2:14:22 PM,16, 1,8,8,7,28,1, 8, 0, 1.194716
2019-09-12,2:14:24 PM,16, 1,8,8,7,29,3, 3, 1, 1.433259
2019-09-12,2:14:26 PM,16, 1,8,8,7,30,8, 7, 0, 1.094383
2019-09-12,2:14:31 PM,16, 1,8,8,7,31,6, 6, 1, 1.276739
2019-09-12,2:14:32 PM,16, 1,8,8,7,31,0, 0, AVERAGE, 1.598315
2019-09-12,2:14:50 PM,16, 1,8,8,8,32,2, 2, 1, 3.720412
2019-09-12,2:14:53 PM,16, 1,8,8,8,33,7, 7, 1, 1.449367
2019-09-12,2:14:55 PM,16, 1,8,8,8,34,6, 6, 1, 1.7562
2019-09-12,2:14:57 PM,16, 1,8,8,8,35,3, 3, 1, 0.9934362
2019-09-12,2:14:58 PM,16, 1,8,8,8,36,8, 8, 1, 0.9548166
2019-09-12,2:15:00 PM,16, 1,8,8,8,37,2, 2, 1, 0.8339017
2019-09-12,2:15:01 PM,16, 1,8,8,8,38,1, 1, 1, 0.7918513
2019-09-12,2:15:03 PM,16, 1,8,8,8,39,4, 4, 1, 0.8181739
