date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:50:55 PM,23, 1,12,8,1,1,5, 5, 1, 0.8429275
2019-09-25,11:50:56 PM,23, 1,12,8,1,2,4, 4, 1, 0.849409
2019-09-25,11:50:57 PM,23, 1,12,8,1,3,7, 7, 1, 0.6153089
2019-09-25,11:50:58 PM,23, 1,12,8,1,4,2, 2, 1, 0.6221112
2019-09-25,11:50:59 PM,23, 1,12,8,1,5,6, 6, 1, 0.6819965
2019-09-25,11:51:00 PM,23, 1,12,8,1,6,1, 1, 1, 0.6688858
2019-09-25,11:51:01 PM,23, 1,12,8,1,7,3, 3, 1, 1.078325
2019-09-25,11:51:03 PM,23, 1,12,8,1,8,8, 8, 1, 0.7381005
2019-09-25,11:51:06 PM,23, 1,12,12,2,9,3, 2, 0, 0.7749873
2019-09-25,11:51:07 PM,23, 1,12,12,2,10,1, 1, 1, 0.642797
2019-09-25,11:51:08 PM,23, 1,12,12,2,11,7, 7, 1, 0.7774556
2019-09-25,11:51:09 PM,23, 1,12,12,2,12,12, 12, 1, 0.595535
2019-09-25,11:51:10 PM,23, 1,12,12,2,13,11, 10, 0, 0.6929352
2019-09-25,11:51:12 PM,23, 1,12,12,2,14,9, 9, 1, 0.9718539
2019-09-25,11:51:13 PM,23, 1,12,12,2,15,4, 4, 1, 0.6894954
2019-09-25,11:51:14 PM,23, 1,12,12,2,16,5, 5, 1, 0.7231138
2019-09-25,11:51:16 PM,23, 1,12,12,2,17,11, 11, 1, 1.345776
2019-09-25,11:51:17 PM,23, 1,12,12,2,18,8, 8, 1, 0.698311
2019-09-25,11:51:18 PM,23, 1,12,12,2,19,3, 3, 1, 0.7292856
2019-09-25,11:51:20 PM,23, 1,12,12,2,20,6, 6, 1, 0.9547506
2019-09-25,11:51:23 PM,23, 1,12,4,3,21,2, 2, 1, 0.9000972
2019-09-25,11:51:24 PM,23, 1,12,4,3,22,1, 1, 1, 0.5641469
2019-09-25,11:51:25 PM,23, 1,12,4,3,23,4, 4, 1, 0.6916237
2019-09-25,11:51:26 PM,23, 1,12,4,3,24,3, 3, 1, 0.6175457
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:52:34 PM,23, 1,12,8,1,1,6, 6, 1, 0.8194922
2019-09-25,11:52:35 PM,23, 1,12,8,1,2,2, 2, 1, 0.6408818
2019-09-25,11:52:36 PM,23, 1,12,8,1,3,8, 8, 1, 0.6165726
2019-09-25,11:52:37 PM,23, 1,12,8,1,4,1, 1, 1, 0.5838243
2019-09-25,11:52:38 PM,23, 1,12,8,1,5,5, 5, 1, 0.7673512
2019-09-25,11:52:39 PM,23, 1,12,8,1,6,3, 3, 1, 0.7339088
2019-09-25,11:52:40 PM,23, 1,12,8,1,7,7, 7, 1, 0.5964289
2019-09-25,11:52:41 PM,23, 1,12,8,1,8,4, 4, 1, 0.7147132
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:59:11 PM,23, 2,12,4,1,1,2, 2, 1, 0.7850451
2019-09-25,11:59:13 PM,23, 2,12,4,1,2,1, 1, 1, 0.6148937
2019-09-25,11:59:14 PM,23, 2,12,4,1,3,4, 4, 1, 0.568114
2019-09-25,11:59:15 PM,23, 2,12,4,1,4,3, 3, 1, 0.5881653
2019-09-25,11:59:19 PM,23, 2,12,8,2,5,8, 8, 1, 0.5921492
2019-09-25,11:59:20 PM,23, 2,12,8,2,6,6, 6, 1, 0.6121517
2019-09-25,11:59:21 PM,23, 2,12,8,2,7,3, 3, 1, 0.5986945
2019-09-25,11:59:22 PM,23, 2,12,8,2,8,5, 5, 1, 0.6471426
2019-09-25,11:59:23 PM,23, 2,12,8,2,9,1, 1, 1, 0.6715319
2019-09-25,11:59:24 PM,23, 2,12,8,2,10,2, 2, 1, 0.6243086
2019-09-25,11:59:25 PM,23, 2,12,8,2,11,8, 7, 0, 0.6217506
2019-09-25,11:59:27 PM,23, 2,12,8,2,12,4, 4, 1, 0.7552735
2019-09-25,11:59:30 PM,23, 2,12,12,3,13,4, 3, 0, 0.6448991
2019-09-25,11:59:31 PM,23, 2,12,12,3,14,1, 1, 1, 0.6466349
2019-09-25,11:59:32 PM,23, 2,12,12,3,15,10, 10, 1, 0.684336
2019-09-25,11:59:34 PM,23, 2,12,12,3,16,11, 11, 1, 1.33637
2019-09-25,11:59:35 PM,23, 2,12,12,3,17,7, 7, 1, 0.6825639
2019-09-25,11:59:37 PM,23, 2,12,12,3,18,6, 6, 1, 0.9974542
2019-09-25,11:59:41 PM,23, 2,12,12,3,19,12, 12, 1, 3.360741
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:04:42 AM,23, 3,12,8,1,1,8, 8, 1, 0.6661851
2019-09-26,12:04:44 AM,23, 3,12,8,1,2,2, 2, 1, 0.7853622
2019-09-26,12:04:45 AM,23, 3,12,8,1,3,7, 7, 1, 0.77111
2019-09-26,12:04:47 AM,23, 3,12,8,1,4,5, 5, 1, 1.039578
2019-09-26,12:04:50 AM,23, 3,12,8,1,5,1, 1, 1, 2.873093
2019-09-26,12:04:53 AM,23, 3,12,8,1,6,3, 3, 1, 1.571228
2019-09-26,12:04:54 AM,23, 3,12,8,1,7,6, 6, 1, 1.034896
2019-09-26,12:04:57 AM,23, 3,12,8,1,8,4, 4, 1, 1.376882
2019-09-26,12:05:08 AM,23, 3,12,4,2,9,2, 2, 1, 0.7579775
2019-09-26,12:05:09 AM,23, 3,12,4,2,10,1, 1, 1, 0.6053526
2019-09-26,12:05:10 AM,23, 3,12,4,2,11,4, 4, 1, 0.6916134
2019-09-26,12:05:12 AM,23, 3,12,4,2,12,3, 3, 1, 0.634022
2019-09-26,12:05:14 AM,23, 3,12,12,3,13,9, 9, 1, 0.9050983
2019-09-26,12:05:15 AM,23, 3,12,12,3,14,11, 11, 1, 0.7647284
2019-09-26,12:05:17 AM,23, 3,12,12,3,15,3, 3, 1, 0.7524171
2019-09-26,12:05:18 AM,23, 3,12,12,3,16,10, 10, 1, 0.6833301
2019-09-26,12:05:19 AM,23, 3,12,12,3,17,2, 2, 1, 0.8401136
2019-09-26,12:05:21 AM,23, 3,12,12,3,18,7, 7, 1, 0.9288284
2019-09-26,12:05:22 AM,23, 3,12,12,3,19,5, 5, 1, 0.7855213
2019-09-26,12:05:23 AM,23, 3,12,12,3,20,12, 12, 1, 0.9657837
2019-09-26,12:05:24 AM,23, 3,12,12,3,21,4, 4, 1, 0.8594239
2019-09-26,12:05:26 AM,23, 3,12,12,3,22,1, 1, 1, 0.8040088
2019-09-26,12:05:27 AM,23, 3,12,12,3,23,6, 6, 1, 0.8809389
2019-09-26,12:05:28 AM,23, 3,12,12,3,24,8, 8, 1, 0.8263628
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:08:33 AM,23, 4,12,12,1,1,3, 7, 0, 0.7523225
2019-09-26,12:08:33 AM,23, 4,12,12,1,2,4, 8, 0, 0.3096627
2019-09-26,12:08:34 AM,23, 4,12,12,1,3,3, 6, 0, 0.4111649
2019-09-26,12:08:35 AM,23, 4,12,12,1,4,4, 3, 0, 0.2253628
2019-09-26,12:08:35 AM,23, 4,12,12,1,5,4, 4, 1, 0.4719261
2019-09-26,12:08:36 AM,23, 4,12,12,1,6,4, 10, 0, 0.0170955
2019-09-26,12:08:36 AM,23, 4,12,12,1,7,10, 9, 0, 0.0171182
2019-09-26,12:08:37 AM,23, 4,12,12,1,8,4, 5, 0, 0.4267347
2019-09-26,12:08:38 AM,23, 4,12,12,1,9,4, 12, 0, 0.3134843
2019-09-26,12:08:39 AM,23, 4,12,12,1,10,4, 1, 0, 0.3893693
2019-09-26,12:08:39 AM,23, 4,12,12,1,11,4, 11, 0, 0.306226
2019-09-26,12:08:40 AM,23, 4,12,12,1,12,4, 2, 0, 0.3680738
2019-09-26,12:08:42 AM,23, 4,12,4,2,13,2, 1, 0, 0.3625309
2019-09-26,12:08:43 AM,23, 4,12,4,2,14,2, 2, 1, 0.260227
2019-09-26,12:08:43 AM,23, 4,12,4,2,15,2, 3, 0, 0.2868201
2019-09-26,12:08:44 AM,23, 4,12,4,2,16,2, 4, 0, 0.2654189
2019-09-26,12:08:46 AM,23, 4,12,8,3,17,3, 2, 0, 0.4280469
2019-09-26,12:08:46 AM,23, 4,12,8,3,18,3, 3, 1, 0.2946548
2019-09-26,12:08:47 AM,23, 4,12,8,3,19,3, 6, 0, 0.2224993
2019-09-26,12:08:48 AM,23, 4,12,8,3,20,3, 5, 0, 0.3601558
2019-09-26,12:08:48 AM,23, 4,12,8,3,21,3, 8, 0, 0.2023925
2019-09-26,12:08:49 AM,23, 4,12,8,3,22,3, 1, 0, 0.2928506
2019-09-26,12:08:49 AM,23, 4,12,8,3,23,3, 7, 0, 0.307768
2019-09-26,12:08:50 AM,23, 4,12,8,3,24,3, 4, 0, 0.3487076
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:09:49 AM,23, 3,12,8,1,1,1, 1, 1, 0.7013332
2019-09-26,12:09:50 AM,23, 3,12,8,1,2,1, 7, 0, 0.4405494
2019-09-26,12:09:50 AM,23, 3,12,8,1,3,2, 5, 0, 0.3420329
2019-09-26,12:09:51 AM,23, 3,12,8,1,4,2, 3, 0, 0.3730362
2019-09-26,12:09:52 AM,23, 3,12,8,1,5,2, 6, 0, 0.2617107
2019-09-26,12:09:53 AM,23, 3,12,8,1,6,2, 2, 1, 0.3825301
2019-09-26,12:09:53 AM,23, 3,12,8,1,7,2, 8, 0, 0.4118316
2019-09-26,12:09:54 AM,23, 3,12,8,1,8,2, 4, 0, 0.4089884
2019-09-26,12:09:58 AM,23, 3,12,12,2,9,3, 4, 0, 0.3060515
2019-09-26,12:09:59 AM,23, 3,12,12,2,10,3, 2, 0, 0.4057919
2019-09-26,12:09:59 AM,23, 3,12,12,2,11,3, 11, 0, 0.2917663
2019-09-26,12:10:00 AM,23, 3,12,12,2,12,3, 6, 0, 0.3641579
2019-09-26,12:10:01 AM,23, 3,12,12,2,13,2, 3, 0, 0.4277332
2019-09-26,12:10:02 AM,23, 3,12,12,2,14,2, 12, 0, 0.253077
2019-09-26,12:10:02 AM,23, 3,12,12,2,15,2, 1, 0, 0.385915
2019-09-26,12:10:03 AM,23, 3,12,12,2,16,1, 8, 0, 0.361544
2019-09-26,12:10:04 AM,23, 3,12,12,2,17,1, 10, 0, 0.5805586
2019-09-26,12:10:06 AM,23, 3,12,12,2,18,1, 9, 0, 0.7388527
2019-09-26,12:10:07 AM,23, 3,12,12,2,19,7, 5, 0, 0.5804678
2019-09-26,12:10:08 AM,23, 3,12,12,2,20,2, 7, 0, 0.5199907
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:10:47 AM,23, 3,12,8,1,1,3, 3, 1, 1.372597
2019-09-26,12:10:47 AM,23, 3,12,8,1,2,3, 6, 0, 0.0169495
2019-09-26,12:10:48 AM,23, 3,12,8,1,3,7, 7, 1, 0.0169488
2019-09-26,12:10:51 AM,23, 3,12,8,1,4,2, 2, 1, 0.9457433
2019-09-26,12:10:52 AM,23, 3,12,8,1,5,8, 8, 1, 0.6143035
2019-09-26,12:10:53 AM,23, 3,12,8,1,6,1, 4, 0, 0.5574602
2019-09-26,12:10:54 AM,23, 3,12,8,1,7,1, 5, 0, 0.5872981
2019-09-26,12:10:55 AM,23, 3,12,4,2,8,1, 1, 1, 0.4836355
2019-09-26,12:10:56 AM,23, 3,12,4,2,9,1, 1, 1, 0.4685321
2019-09-26,12:10:56 AM,23, 3,12,4,2,10,1, 4, 0, 0.5065947
2019-09-26,12:10:57 AM,23, 3,12,4,2,11,1, 3, 0, 0.5313118
2019-09-26,12:10:58 AM,23, 3,12,12,3,12,1, 2, 0, 0.4309778
2019-09-26,12:11:00 AM,23, 3,12,12,3,13,1, 10, 0, 0.741586
2019-09-26,12:11:01 AM,23, 3,12,12,3,14,10, 12, 0, 0.4063972
2019-09-26,12:11:02 AM,23, 3,12,12,3,15,2, 9, 0, 0.4410172
2019-09-26,12:11:05 AM,23, 3,12,12,3,16,8, 11, 0, 0.7998028
2019-09-26,12:11:08 AM,23, 3,12,12,3,17,2, 3, 0, 0.3004894
2019-09-26,12:11:10 AM,23, 3,12,12,3,18,2, 5, 0, 0.743196
2019-09-26,12:11:10 AM,23, 3,12,12,3,19,2, 6, 0, 0.0169498
2019-09-26,12:11:11 AM,23, 3,12,12,3,20,8, 7, 0, 0.016969
2019-09-26,12:11:12 AM,23, 3,12,12,3,21,2, 2, 1, 0.3475547
2019-09-26,12:11:13 AM,23, 3,12,12,3,22,9, 4, 0, 0.4275049
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:18:24 AM,23, 4,12,8,1,1,1, 1, 1, 0.7061104
2019-09-26,12:18:25 AM,23, 4,12,8,1,2,3, 3, 1, 0.6162498
2019-09-26,12:18:27 AM,23, 4,12,8,1,3,2, 2, 1, 0.6115382
2019-09-26,12:18:27 AM,23, 4,12,8,1,4,5, 5, 1, 0.5624315
2019-09-26,12:18:28 AM,23, 4,12,8,1,5,7, 7, 1, 0.5490013
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:18:50 AM,23, 3,12,4,1,1,2, 2, 1, 0.8558657
2019-09-26,12:18:50 AM,23, 3,12,4,1,2,1, 1, 1, 0.5565826
2019-09-26,12:18:51 AM,23, 3,12,4,1,3,4, 4, 1, 0.4935731
2019-09-26,12:18:52 AM,23, 3,12,4,1,4,3, 3, 1, 0.5545557
2019-09-26,12:18:58 AM,23, 3,12,12,2,5,7, 6, 0, 1.104025
2019-09-26,12:19:00 AM,23, 3,12,12,2,6,12, 12, 1, 0.6217269
2019-09-26,12:19:01 AM,23, 3,12,12,2,7,3, 3, 1, 0.5060977
2019-09-26,12:19:01 AM,23, 3,12,12,2,8,11, 11, 1, 0.5675134
2019-09-26,12:19:02 AM,23, 3,12,12,2,9,5, 5, 1, 0.6081468
2019-09-26,12:19:03 AM,23, 3,12,12,2,10,2, 1, 0, 0.6141611
2019-09-26,12:19:04 AM,23, 3,12,12,2,11,8, 8, 1, 0.6656625
2019-09-26,12:19:05 AM,23, 3,12,12,2,12,3, 4, 0, 0.6977903
2019-09-26,12:19:06 AM,23, 3,12,12,2,13,10, 10, 1, 0.6564735
2019-09-26,12:19:07 AM,23, 3,12,12,2,14,9, 9, 1, 0.7064311
2019-09-26,12:19:08 AM,23, 3,12,12,2,15,7, 7, 1, 0.7248079
2019-09-26,12:19:09 AM,23, 3,12,12,2,16,2, 2, 1, 0.6884521
2019-09-26,12:19:12 AM,23, 3,12,8,3,17,2, 2, 1, 0.5626056
2019-09-26,12:19:13 AM,23, 3,12,8,3,18,1, 1, 1, 0.7685616
2019-09-26,12:19:14 AM,23, 3,12,8,3,19,4, 4, 1, 0.5845429
2019-09-26,12:19:15 AM,23, 3,12,8,3,20,5, 5, 1, 0.6746104
2019-09-26,12:19:15 AM,23, 3,12,8,3,21,3, 3, 1, 0.6007798
2019-09-26,12:19:16 AM,23, 3,12,8,3,22,6, 6, 1, 0.5830351
2019-09-26,12:19:17 AM,23, 3,12,8,3,23,7, 7, 1, 0.5086728
2019-09-26,12:19:18 AM,23, 3,12,8,3,24,7, 8, 0, 0.6500219
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:19:42 AM,23, 2,12,4,1,1,3, 2, 0, 1.033312
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:21:19 AM,23, 3,12,8,1,1,3, 3, 1, 0.5716361
2019-09-26,12:21:20 AM,23, 3,12,8,1,2,2, 2, 1, 0.5365309
2019-09-26,12:21:21 AM,23, 3,12,8,1,3,7, 7, 1, 0.582835
2019-09-26,12:21:22 AM,23, 3,12,8,1,4,6, 6, 1, 0.5147897
2019-09-26,12:21:23 AM,23, 3,12,8,1,5,5, 4, 0, 0.6398848
2019-09-26,12:21:24 AM,23, 3,12,8,1,6,5, 5, 1, 0.6522678
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:22:09 AM,23, 4,12,12,1,1,8, 8, 1, 0.832052
2019-09-26,12:22:10 AM,23, 4,12,12,1,2,1, 1, 1, 0.6335035
2019-09-26,12:22:12 AM,23, 4,12,12,1,3,4, 4, 1, 0.2915817
2019-09-26,12:22:13 AM,23, 4,12,12,1,4,8, 5, 0, 0.5132254
2019-09-26,12:22:15 AM,23, 4,12,12,1,5,2, 3, 0, 1.159738
2019-09-26,12:22:24 AM,23, 4,12,12,1,6,9, 6, 0, 0.9453649
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:22:58 AM,23, 2,12,12,1,1,8, 2, 0, 0.4808521
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:23:44 AM,23, 3,12,8,1,1,3, 7, 0, 2.072965
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:24:24 AM,23, 2,12,4,1,1,3, 3, 1, 1.949697
2019-09-26,12:24:29 AM,23, 2,12,4,1,2,4, 4, 1, 0.3540702
2019-09-26,12:24:30 AM,23, 2,12,4,1,3,3, 2, 0, 0.342799
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-26,12:24:56 AM,23, 3,12,12,1,1,9, 2, 0, 0.4919909
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
