date, time, id , flexibility, sensitivity, size, item, round, count, selection, target, success, timeTaken, 
2019-10-10,11:19:28 PM,2,4,12,12,7,7,31,10,2,0,1.374233,
2019-10-10,11:19:33 PM,2,4,12,12,8,7,32,11,10,0,1.151878,
2019-10-10,11:19:35 PM,2,4,12,12,9,7,33,11,11,1,0.9856032,
2019-10-10,11:19:38 PM,2,4,12,12,10,7,34,3,3,1,1.189865,
2019-10-10,11:19:43 PM,2,4,12,12,11,7,35,9,9,1,1.337902,
2019-10-10,11:19:45 PM,2,4,12,12,12,7,36,6,6,1,1.378603,
2019-10-10,11:19:52 PM,2,4,12,12,1,8,37,4,3,0,1.302295,
2019-10-10,11:19:59 PM,2,4,12,12,2,8,38,12,12,1,5.376743,
2019-10-10,11:20:15 PM,2,4,12,12,3,8,39,3,8,0,8.289502,
2019-10-10,11:20:36 PM,2,4,12,12,4,8,40,4,4,1,3.052995,
2019-10-10,11:20:40 PM,2,4,12,12,5,8,41,3,2,0,0.9808311,
2019-10-10,11:20:44 PM,2,4,12,12,6,8,42,5,5,1,1.37155,
2019-10-10,11:20:49 PM,2,4,12,12,7,8,43,2,1,0,2.067891,
2019-10-10,11:20:52 PM,2,4,12,12,8,8,44,6,6,1,1.505569,
2019-10-10,11:20:54 PM,2,4,12,12,9,8,45,9,9,1,1.555708,
2019-10-10,11:21:07 PM,2,4,12,12,10,8,46,3,11,0,1.364283,
2019-10-10,11:21:11 PM,2,4,12,12,11,8,47,10,10,1,1.353049,
2019-10-10,11:21:14 PM,2,4,12,12,12,8,48,7,7,1,1.272722,
2019-10-10,11:21:23 PM,2,4,12,12,1,9,49,12,12,1,1.419883,
2019-10-10,11:21:25 PM,2,4,12,12,2,9,50,10,9,0,1.062929,
2019-10-10,11:21:27 PM,2,4,12,12,3,9,51,4,3,0,1.041888,
2019-10-10,11:21:30 PM,2,4,12,12,4,9,52,8,7,0,1.788639,
2019-10-10,11:21:32 PM,2,4,12,12,5,9,53,5,5,1,1.206834,
2019-10-10,11:21:34 PM,2,4,12,12,6,9,54,10,10,1,1.040545,
2019-10-10,11:21:36 PM,2,4,12,12,7,9,55,3,2,0,0.7442244,
2019-10-10,11:21:38 PM,2,4,12,12,8,9,56,5,4,0,1.121621,
2019-10-10,11:21:40 PM,2,4,12,12,9,9,57,12,11,0,0.9874511,
2019-10-10,11:21:41 PM,2,4,12,12,10,9,58,7,6,0,1.25788,
2019-10-10,11:21:49 PM,2,4,12,12,11,9,59,9,8,0,2.386013,
2019-10-10,11:21:51 PM,2,4,12,12,12,9,60,2,1,0,1.270758,
2019-10-10,11:21:56 PM,2,4,12,12,1,10,61,3,3,1,0.8357978,
2019-10-10,11:21:59 PM,2,4,12,12,2,10,62,2,1,0,1.24388,
2019-10-10,11:22:01 PM,2,4,12,12,3,10,63,6,6,1,1.071454,
2019-10-10,11:22:02 PM,2,4,12,12,4,10,64,10,9,0,0.8183562,
2019-10-10,11:22:04 PM,2,4,12,12,5,10,65,4,4,1,0.758112,
2019-10-10,11:22:06 PM,2,4,12,12,6,10,66,11,10,0,0.9169431,
2019-10-10,11:22:09 PM,2,4,12,12,7,10,67,8,8,1,1.670448,
2019-10-10,11:22:13 PM,2,4,12,12,8,10,68,12,11,0,2.382425,
2019-10-10,11:22:17 PM,2,4,12,12,9,10,69,2,2,1,2.323601,
2019-10-10,11:22:22 PM,2,4,12,12,10,10,70,5,5,1,2.755489,
2019-10-10,11:22:32 PM,2,4,12,12,11,10,71,1,12,0,3.245554,
2019-10-10,11:22:36 PM,2,4,12,12,12,10,72,7,7,1,1.964225,
2019-10-10,11:22:44 PM,2,4,12,12,1,11,73,1,12,0,2.978097,
2019-10-10,11:22:46 PM,2,4,12,12,2,11,74,4,3,0,1.414069,
2019-10-10,11:22:48 PM,2,4,12,12,3,11,75,12,11,0,1.036958,
2019-10-10,11:22:55 PM,2,4,12,12,4,11,76,7,7,1,1.843742,
2019-10-10,11:22:58 PM,2,4,12,12,5,11,77,2,2,1,1.278155,
2019-10-10,11:23:01 PM,2,4,12,12,6,11,78,9,8,0,2.240746,
2019-10-10,11:23:03 PM,2,4,12,12,7,11,79,5,5,1,1.317156,
2019-10-10,11:23:07 PM,2,4,12,12,8,11,80,6,6,1,1.986736,
2019-10-10,11:23:10 PM,2,4,12,12,9,11,81,9,9,1,1.769874,
2019-10-10,11:23:13 PM,2,4,12,12,10,11,82,10,10,1,1.113895,
2019-10-10,11:23:15 PM,2,4,12,12,11,11,83,4,4,1,1.501731,
2019-10-10,11:23:18 PM,2,4,12,12,12,11,84,1,1,1,1.686078,
2019-10-10,11:23:44 PM,2,4,12,12,1,12,85,7,7,1,2.500134,
2019-10-10,11:23:47 PM,2,4,12,12,2,12,86,6,6,1,1.52275,
2019-10-10,11:23:49 PM,2,4,12,12,3,12,87,10,10,1,1.846179,
2019-10-10,11:23:55 PM,2,4,12,12,4,12,88,11,11,1,5.049035,
2019-10-10,11:23:58 PM,2,4,12,12,5,12,89,4,4,1,2.128141,
2019-10-10,11:24:02 PM,2,4,12,12,6,12,90,1,12,0,2.827147,
2019-10-10,11:24:06 PM,2,4,12,12,7,12,91,9,8,0,3.438508,
2019-10-10,11:24:10 PM,2,4,12,12,8,12,92,9,9,1,1.313655,
2019-10-10,11:24:13 PM,2,4,12,12,9,12,93,1,1,1,1.838921,
2019-10-10,11:24:16 PM,2,4,12,12,10,12,94,5,5,1,2.073664,
2019-10-10,11:24:18 PM,2,4,12,12,11,12,95,3,2,0,1.396959,
2019-10-10,11:24:20 PM,2,4,12,12,12,12,96,4,3,0,1.032218,
2019-10-10,11:24:30 PM,2,4,12,8,1,13,97,6,5,0,5.568752,
2019-10-10,11:24:32 PM,2,4,12,8,2,13,98,3,3,1,1.653755,
2019-10-10,11:24:35 PM,2,4,12,8,3,13,99,6,6,1,1.35267,
2019-10-10,11:24:37 PM,2,4,12,8,4,13,100,8,7,0,1.174441,
2019-10-10,11:24:39 PM,2,4,12,8,5,13,101,4,4,1,1.168293,
2019-10-10,11:24:41 PM,2,4,12,8,6,13,102,1,8,0,1.166293,
2019-10-10,11:24:50 PM,2,4,12,8,7,13,103,1,1,1,2.793406,
2019-10-10,11:24:52 PM,2,4,12,8,8,13,104,2,2,1,1.27281,
2019-10-10,11:25:02 PM,2,4,12,8,1,14,105,5,5,1,1.289218,
2019-10-10,11:25:04 PM,2,4,12,8,2,14,106,2,2,1,0.755494,
2019-10-10,11:25:05 PM,2,4,12,8,3,14,107,3,3,1,1.135167,
2019-10-10,11:25:07 PM,2,4,12,8,4,14,108,4,4,1,1.112399,
2019-10-10,11:25:10 PM,2,4,12,8,5,14,109,7,7,1,1.460271,
2019-10-10,11:25:12 PM,2,4,12,8,6,14,110,1,8,0,1.057918,
2019-10-10,11:25:14 PM,2,4,12,8,7,14,111,6,6,1,0.9324663,
2019-10-10,11:25:15 PM,2,4,12,8,8,14,112,1,1,1,0.7533426,
2019-10-10,11:25:21 PM,2,4,12,8,1,15,113,1,1,1,1.34206,
2019-10-10,11:25:23 PM,2,4,12,8,2,15,114,6,6,1,0.7857245,
2019-10-10,11:25:24 PM,2,4,12,8,3,15,115,2,2,1,0.7602255,
2019-10-10,11:25:26 PM,2,4,12,8,4,15,116,4,4,1,0.7941492,
2019-10-10,11:25:27 PM,2,4,12,8,5,15,117,5,5,1,0.6724018,
2019-10-10,11:25:28 PM,2,4,12,8,6,15,118,1,8,0,0.6454784,
2019-10-10,11:25:30 PM,2,4,12,8,7,15,119,3,3,1,0.7413861,
2019-10-10,11:25:31 PM,2,4,12,8,8,15,120,7,7,1,0.7511247,
2019-10-10,11:25:34 PM,2,4,12,8,1,16,121,1,1,1,0.715324,
2019-10-10,11:25:35 PM,2,4,12,8,2,16,122,5,5,1,0.7429934,
2019-10-10,11:25:37 PM,2,4,12,8,3,16,123,3,3,1,0.7383571,
2019-10-10,11:25:38 PM,2,4,12,8,4,16,124,1,8,0,0.685003,
2019-10-10,11:25:39 PM,2,4,12,8,5,16,125,7,6,0,0.7737648,
2019-10-10,11:25:41 PM,2,4,12,8,6,16,126,4,4,1,0.6976651,
2019-10-10,11:25:42 PM,2,4,12,8,7,16,127,7,7,1,0.67822,
2019-10-10,11:25:43 PM,2,4,12,8,8,16,128,3,2,0,0.6973636,
2019-10-10,11:25:46 PM,2,4,12,8,1,17,129,5,5,1,0.7604799,
2019-10-10,11:25:47 PM,2,4,12,8,2,17,130,6,6,1,0.6763359,
2019-10-10,11:25:48 PM,2,4,12,8,3,17,131,4,3,0,0.6900402,
2019-10-10,11:25:49 PM,2,4,12,8,4,17,132,4,4,1,0.728063,
2019-10-10,11:25:50 PM,2,4,12,8,5,17,133,2,1,0,0.7451999,
2019-10-10,11:25:52 PM,2,4,12,8,6,17,134,8,7,0,0.6487204,
2019-10-10,11:25:53 PM,2,4,12,8,7,17,135,3,2,0,0.7136987,
2019-10-10,11:25:54 PM,2,4,12,8,8,17,136,1,8,0,0.6725973,
2019-10-10,11:25:57 PM,2,4,12,8,1,18,137,2,2,1,0.7122273,
2019-10-10,11:25:58 PM,2,4,12,8,2,18,138,6,5,0,0.7036716,
2019-10-10,11:25:59 PM,2,4,12,8,3,18,139,4,4,1,0.7044784,
2019-10-10,11:26:01 PM,2,4,12,8,4,18,140,1,8,0,1.623627,
2019-10-10,11:26:03 PM,2,4,12,8,5,18,141,6,6,1,0.7262084,
2019-10-10,11:26:04 PM,2,4,12,8,6,18,142,2,1,0,0.7562217,
2019-10-10,11:26:05 PM,2,4,12,8,7,18,143,8,7,0,0.70732,
2019-10-10,11:26:12 PM,2,4,12,8,8,18,144,3,3,1,1.452729,
