ID , size, flexibility, selection, target, success, time, ,,
154,1,8,3,1,2,0,0.3931848,,
154,1,8,3,4,4,1,0.6599398,,
154,1,8,3,6,7,0,0.6802498,,
154,1,8,4,8,7,0,0.5723296,,
154,1,8,4,6,5,0,0.6028295,,
154,1,8,4,4,4,1,0.5604298,,
154,1,8,4,3,3,1,0.5744931,,
154,1,8,4,2,1,0,0.5755758,,
154,1,8,4,1,8,0,0.5465767,,
154,1,8,4,8,2,0,0.4918997,,
154,1,8,4,7,6,0,0.5734702,,
154,1,12,5,3,2,0,0.4653663,,
154,1,12,5,3,9,0,0.3318122,,
154,1,12,5,4,10,0,0.2992115,,
154,1,12,5,4,1,0,0.2938741,,
154,1,12,5,5,12,0,0.1429579,,
154,1,12,5,6,6,1,0.1435954,,
154,1,12,5,6,4,0,0.2432408,,
154,1,12,5,6,11,0,0.2706568,,
154,1,12,5,6,5,0,0.2475838,,
154,1,12,5,6,7,0,0.2937215,,
154,1,12,5,7,8,0,0.224308,,
154,1,12,5,7,3,0,0.2046532,,
154,1,12,6,5,8,0,0.514488,,
154,1,12,6,5,5,1,0.19582,,
154,1,12,6,5,4,0,0.3029911,,
154,1,12,6,4,9,0,0.2025208,,
154,1,12,6,5,12,0,0.1516777,,
154,1,12,6,5,2,0,0.134447,,
154,1,12,6,6,1,0,0.2055831,,
154,1,12,6,6,3,0,0.1590174,,
154,1,12,6,6,7,0,0.1280992,,
154,1,12,6,7,11,0,0.1618536,,
154,1,12,6,6,10,0,0.1794077,,
154,1,12,6,7,6,0,0.2911183,,
ID , flexibility, size, round, selection, target, success, time, ,
154,1,8,1,6,5,0,0.9888127,,
154,1,8,1,1,8,0,0.8081768,,
154,1,8,1,2,1,0,1.432657,,
154,1,8,1,3,3,1,1.251165,,
154,1,8,1,2,2,1,0.6212541,,
154,1,8,1,4,4,1,0.6300123,,
154,1,8,1,3,6,0,0.0169506,,
154,1,8,1,6,7,0,0.0172798,,
154,1,8,2,2,2,1,0.856775,,
154,1,8,2,6,6,1,0.8122685,,
154,1,8,2,2,8,0,0.0170596,,
154,1,8,2,7,7,1,0.7439153,,
154,1,8,2,3,3,1,0.6243633,,
154,1,8,2,5,4,0,0.6459719,,
154,1,8,2,6,5,0,0.5949034,,
154,1,8,2,1,1,1,0.6346022,,
154,1,4,3,2,2,1,0.6523454,,
154,1,4,3,1,1,1,0.5605466,,
154,1,4,3,4,4,1,0.5024416,,
154,1,4,3,3,3,1,0.5253203,,
154,1,4,4,2,2,1,0.6686889,,
154,1,4,4,4,4,1,0.6448295,,
154,1,4,4,1,1,1,1.79297,,
154,1,4,4,3,3,1,0.6252322,,
154,1,12,5,8,7,0,0.7436129,,
154,1,12,5,6,5,0,0.8594623,,
154,1,12,5,1,1,1,1.632983,,
154,1,12,5,3,3,1,0.6643425,,
154,1,12,5,11,11,1,0.6518396,,
154,1,12,5,6,6,1,0.633726,,
154,1,12,5,9,8,0,0.5783328,,
154,1,12,5,10,10,1,0.5914856,,
154,1,12,5,12,12,1,0.5621665,,
154,1,12,5,9,9,1,0.5761653,,
154,1,12,5,3,2,0,0.5888739,,
154,1,12,5,4,4,1,0.5024306,,
154,1,12,6,9,8,0,0.6447963,,
154,1,12,6,12,11,0,0.6057491,,
154,1,12,6,11,2,0,0.3975826,,
154,1,12,6,3,9,0,0.4567098,,
154,1,12,6,9,5,0,0.3451466,,
154,1,12,6,5,10,0,0.4003774,,
154,1,12,6,10,3,0,0.382241,,
154,1,12,6,4,6,0,0.429417,,
154,1,12,6,6,4,0,0.4378749,,
154,1,12,6,4,12,0,0.4144528,,
154,1,12,6,1,7,0,0.410944,,
154,1,12,6,8,1,0,0.4436239,,
ID , flexibility, size, round, selection, target, success, time, ,
154,1,12,1,4,5,0,0.7490315,,
154,1,12,1,8,8,1,0.774152,,
154,1,12,1,10,10,1,0.7576672,,
154,1,12,1,2,1,0,0.6245841,,
154,1,12,1,12,12,1,0.6235928,,
154,1,12,1,9,9,1,0.6756526,,
154,1,12,1,2,2,1,0.7325531,,
154,1,12,1,11,11,1,0.6549636,,
154,1,12,1,3,3,1,0.5848019,,
154,1,12,1,6,6,1,0.6398122,,
154,1,12,1,8,7,0,0.5949477,,
154,1,12,1,4,4,1,0.6514488,,
154,1,12,2,3,3,1,0.5315435,,
154,1,12,2,3,10,0,0.5507925,,
154,1,12,2,3,9,0,0.4149212,,
154,1,12,2,3,7,0,0.2552792,,
154,1,12,2,3,4,0,0.2361014,,
154,1,12,2,3,5,0,0.3781176,,
154,1,12,2,9,11,0,0.3685068,,
154,1,12,2,9,8,0,0.2939863,,
154,1,12,2,9,12,0,0.3537773,,
154,1,12,2,8,1,0,0.2533411,,
154,1,12,2,8,2,0,0.2468855,,
154,1,4,3,1,1,1,0.6023467,,
154,1,4,3,3,3,1,0.6579395,,
154,1,4,3,4,4,1,0.6302441,,
154,1,4,3,2,2,1,0.66295,,
154,1,4,4,3,3,1,0.5939475,,
154,1,4,4,1,2,0,0.4958154,,
154,1,4,4,2,1,0,0.4512515,,
154,1,4,4,1,4,0,0.3839387,,
154,1,8,5,8,7,0,0.5382273,,
154,1,8,5,7,1,0,0.3266469,,
154,1,8,5,7,2,0,0.3099448,,
154,1,8,5,6,3,0,0.3597146,,
154,1,8,5,6,8,0,0.2408937,,
154,1,8,5,5,5,1,0.3202441,,
154,1,8,5,5,6,0,0.303785,,
154,1,8,5,6,4,0,0.3171172,,
154,1,8,6,2,3,0,0.3007097,,
154,1,8,6,3,7,0,0.2897033,,
ID , flexibility, size, round, selection, target, success, time, ,
154,1,12,1,11,11,1,1.035888,,
154,1,12,1,2,1,0,0.8420572,,
154,1,12,1,2,2,1,0.7223085,,
154,1,12,1,10,10,1,0.6593613,,
154,1,12,1,12,12,1,0.6037155,,
154,1,12,1,8,8,1,0.759626,,
154,1,12,1,7,7,1,0.7093473,,
154,1,12,1,5,5,1,0.6099449,,
154,1,12,1,3,3,1,0.7840997,,
154,1,12,1,9,9,1,0.6254391,,
154,1,12,1,9,6,0,0.7094,,
154,1,12,1,10,4,0,0.5771919,,
ID , flexibility, size, round, selection, target, success, time, ,
154,1,8,1,4,4,1,0.8614364,,
154,1,8,1,2,3,0,0.6650114,,
154,1,8,1,8,8,1,1.498432,,
154,1,8,1,5,6,0,0.6519299,,
154,1,8,1,5,5,1,1.053761,,
154,1,8,1,7,7,1,0.6089378,,
154,1,8,1,2,2,1,0.9022226,,
154,1,8,1,1,1,1,0.8532543,,
154,1,8,2,6,7,0,0.7341587,,
154,1,8,2,4,4,1,0.7511908,,
154,1,8,2,2,2,1,0.6188245,,
154,1,8,2,1,1,1,0.6106497,,
154,1,8,2,6,6,1,0.6132905,,
154,1,8,2,8,8,1,0.5641042,,
154,1,8,2,5,5,1,0.5675147,,
154,1,8,2,3,3,1,0.5925948,,
154,1,12,3,4,4,1,0.6450058,,
154,1,12,3,10,10,1,0.6419567,,
154,1,12,3,6,6,1,0.8539326,,
154,1,12,3,7,8,0,0.6951486,,
154,1,12,3,7,7,1,0.945407,,
154,1,12,3,11,11,1,1.124225,,
154,1,12,3,3,3,1,0.6394919,,
154,1,12,3,2,2,1,0.7897992,,
154,1,12,3,9,9,1,0.6389411,,
154,1,12,3,1,1,1,0.6534039,,
154,1,12,3,1,12,0,0.6143107,,
154,1,12,3,5,5,1,0.6706178,,
154,1,12,4,11,12,0,1.218175,,
154,1,12,4,7,8,0,0.6396486,,
154,1,12,4,4,4,1,1.149932,,
154,1,12,4,5,5,1,0.438459,,
154,1,12,4,3,3,1,0.6511747,,
154,1,12,4,10,10,1,0.6059191,,
154,1,12,4,2,2,1,0.5789889,,
154,1,12,4,11,11,1,0.6059951,,
154,1,12,4,7,7,1,0.8013428,,
154,1,12,4,6,6,1,0.5914507,,
154,1,12,4,1,1,1,0.9161713,,
154,1,12,4,8,9,0,1.635616,,
154,1,4,5,2,2,1,0.7069828,,
154,1,4,5,1,1,1,0.5151744,,
154,1,4,5,3,3,1,0.5687649,,
154,1,4,5,4,4,1,0.5155135,,
154,1,4,6,4,4,1,1.056638,,
154,1,4,6,2,2,1,0.5780248,,
154,1,4,6,3,3,1,0.5463321,,
154,1,4,6,1,1,1,0.5180438,,
ID , flexibility, size, round, selection, target, success, time, ,
154,1,12,1,1,1,1,0.703601,,
154,1,12,1,9,8,0,0.5910617,,
154,1,12,1,12,12,1,0.764313,,
154,1,12,1,7,7,1,1.371082,,
154,1,12,1,10,10,1,0.7711973,,
154,1,12,1,10,9,0,0.0169491,,
154,1,12,1,4,6,0,0.0169582,,
154,1,12,1,11,11,1,0.7746481,,
154,1,12,1,2,2,1,0.7777573,,
154,1,12,1,3,3,1,0.9127721,,
154,1,12,1,5,5,1,0.9973981,,
154,1,12,1,4,4,1,0.8387797,,
154,1,12,2,7,7,1,1.673537,,
154,1,12,2,3,3,1,0.9095348,,
154,1,12,2,8,8,1,0.6063586,,
154,1,12,2,9,9,1,0.6981893,,
154,1,12,2,5,5,1,1.12318,,
154,1,12,2,4,4,1,0.6757933,,
154,1,12,2,6,6,1,0.6623003,,
154,1,12,2,11,11,1,0.6460346,,
154,1,12,2,2,2,1,0.6340033,,
154,1,12,2,12,12,1,0.6365954,,
154,1,12,2,1,1,1,0.7783614,,
154,1,12,2,10,10,1,0.6875644,,
154,1,4,3,3,3,1,0.7172515,,
154,1,4,3,1,1,1,0.5806878,,
154,1,4,3,4,4,1,0.5438461,,
154,1,4,3,2,2,1,0.5221816,,
154,1,4,4,3,3,1,0.5408683,,
154,1,4,4,4,4,1,0.5571241,,
154,1,4,4,1,1,1,0.5110648,,
154,1,4,4,2,2,1,0.572664,,
154,1,8,5,7,7,1,0.630114,,
154,1,8,5,5,5,1,0.6490614,,
154,1,8,5,2,2,1,0.5817738,,
154,1,8,5,8,8,1,0.534336,,
154,1,8,5,8,1,0,0.4399225,,
154,1,8,5,2,3,0,0.3516721,,
154,1,8,5,3,4,0,0.3816612,,
154,1,8,5,4,6,0,0.6136734,,
154,1,8,6,2,2,1,0.521408,,
154,1,8,6,6,6,1,0.6372399,,
154,1,8,6,4,4,1,0.6048455,,
154,1,8,6,7,7,1,0.5051895,,
154,1,8,6,7,3,0,0.7329637,,
154,1,8,6,3,1,0,0.4412852,,
154,1,8,6,5,5,1,0.9575766,,
154,1,8,6,8,8,1,0.5818797,,
ID , flexibility, size, round, selection, target, success, time, ,
ID , flexibility, size, round, selection, target, success, time,Date/Time,Counter
154,1,8,1,4,4,1,0.5169347,,
154,1,8,1,2,8,0,4.083617,,
154,1,8,1,3,3,1,1.684234,,
154,1,8,1,1,1,1,0.7895132,,
154,1,8,1,6,6,1,0.9247171,,
154,1,8,1,5,5,1,0.7832153,,
154,1,8,1,2,2,1,1.380172,,
154,1,8,1,7,7,1,0.7437339,,
154,1,8,2,7,7,1,1.283365,,
154,1,8,2,1,1,1,0.7232296,,
154,1,8,2,6,6,1,0.6911118,,
154,1,8,2,8,8,1,0.8345214,,
154,1,8,2,3,3,1,1.242848,,
154,1,8,2,5,5,1,0.6307371,,
154,1,8,2,2,2,1,0.6692134,,
154,1,8,2,4,4,1,0.7294532,,
154,1,12,3,10,10,1,0.9238417,,
154,1,12,3,4,4,1,1.19478,,
154,1,12,3,2,2,1,0.758707,,
154,1,12,3,1,1,1,0.8235139,,
154,1,12,3,8,8,1,0.7460129,,
154,1,12,3,7,7,1,0.669921,,
154,1,12,3,11,11,1,1.296742,,
154,1,12,3,12,12,1,0.7034947,,
154,1,12,3,3,3,1,0.6803365,,
154,1,12,3,6,5,0,1.204458,,
154,1,12,3,9,9,1,0.6957431,,
154,1,12,3,6,6,1,0.8665156,,
154,1,12,4,1,2,0,0.9973952,,
154,1,12,4,12,12,1,3.388613,,
154,1,12,4,8,8,1,0.5332209,,
154,1,12,4,7,7,1,0.6805686,,
154,1,12,4,11,11,1,1.333593,,
154,1,12,4,6,6,1,0.72267,,
154,1,12,4,1,1,1,2.397821,,
154,1,12,4,9,9,1,0.861714,,
154,1,12,4,10,10,1,0.6366041,,
154,1,12,4,10,4,0,0.330535,,
154,1,12,4,3,3,1,1.271521,,
154,1,12,4,5,5,1,1.05248,,
154,1,4,5,3,3,1,0.705941,,
154,1,4,5,2,2,1,0.6368617,,
154,1,4,5,4,4,1,0.5294288,,
154,1,4,5,1,1,1,0.6889723,,
154,1,4,6,4,4,1,0.6221606,,
154,1,4,6,3,3,1,0.6876431,,
154,1,4,6,2,2,1,0.6852432,,
154,1,4,6,1,1,1,0.6881021,,
ID , flexibility, size, round, selection, target, success, time, ,
ID , flexibility, size, round, selection, target, success, time, ,
ID , flexibility, size, round, selection, target, success, time, 
154, 1,8,1,1, 2, 0, 14.20967
154, 1,8,1,1, 4, 0, 2.524995
154, 1,8,1,2, 8, 0, 8.626166
154, 1,8,1,6, 6, 1, 0.414557
154, 1,8,1,3, 5, 0, 3.506488
154, 1,8,1,2, 1, 0, 0.7245009
154, 1,8,1,8, 7, 0, 1.748595
154, 1,8,1,2, 3, 0, 4.230018
154, 1,8,2,2, 5, 0, 4.134029
154, 1,8,2,5, 8, 0, 1.501436
154, 1,8,2,6, 3, 0, 1.463896
154, 1,8,2,3, 1, 0, 0.4711649
154, 1,8,2,3, 4, 0, 4.331437
154, 1,8,2,6, 7, 0, 0.2825375
154, 1,8,2,6, 6, 1, 0.2335711
154, 1,8,2,5, 2, 0, 1.203745
154, 1,12,3,7, 2, 0, 4.604384
154, 1,12,3,8, 8, 1, 4.978686
154, 1,12,3,9, 9, 1, 0.2098202
154, 1,12,3,9, 11, 0, 0.1977073
154, 1,12,3,8, 12, 0, 0.1341689
154, 1,12,3,12, 10, 0, 0.6646187
154, 1,12,3,3, 1, 0, 0.9883114
154, 1,12,3,1, 5, 0, 0.4024288
154, 1,12,3,7, 7, 1, 0.7468263
154, 1,12,3,7, 3, 0, 0.30316
154, 1,12,3,5, 4, 0, 0.9987096
154, 1,12,3,10, 6, 0, 1.661879
154, 1,12,4,11, 11, 1, 2.919295
154, 1,12,4,12, 12, 1, 0.9981084
154, 1,12,4,10, 10, 1, 0.7645639
154, 1,12,4,2, 2, 1, 0.7306122
154, 1,12,4,5, 5, 1, 0.9777715
154, 1,12,4,7, 6, 0, 0.9927874
154, 1,12,4,7, 7, 1, 0.4074143
154, 1,12,4,9, 9, 1, 0.9863254
154, 1,12,4,3, 4, 0, 0.5142676
154, 1,12,4,3, 8, 0, 0.6626369
154, 1,12,4,8, 1, 0, 0.2886819
154, 1,12,4,2, 3, 0, 0.5161207
154, 1,4,5,2, 2, 1, 0.4916369
ID , flexibility, size, round, selection, target, success, time, 
154, 1,12,1,2, 3, 0, 1.433303
154, 1,12,1,7, 12, 0, 0.3504085
154, 1,12,1,8, 2, 0, 1.848602
154, 1,12,1,7, 8, 0, 0.486824
154, 1,12,1,1, 9, 0, 0.0301348
154, 1,12,1,1, 6, 0, 12.7409
154, 1,12,1,7, 4, 0, 1.13107
154, 1,12,1,8, 7, 0, 0.3031962
154, 1,12,1,6, 10, 0, 16.76254
154, 1,12,1,8, 11, 0, 0.4229151
154, 1,12,1,7, 1, 0, 0.2278583
154, 1,12,1,7, 5, 0, 0.2053777
154, 1,12,2,7, 2, 0, 8.083987
154, 1,12,2,7, 1, 0, 0.50388
154, 1,12,2,7, 12, 0, 1.653053
ID , flexibility, size, round, selection, target, success, time, 
154, 1,8,1,6, 6, 1, 1.082811
154, 1,8,1,2, 8, 0, 0.3564647
154, 1,8,1,4, 3, 0, 1.77457
154, 1,8,1,1, 1, 1, 2.002592
154, 1,8,1,4, 4, 1, 0.5788547
154, 1,8,1,7, 7, 1, 0.7501571
154, 1,8,1,2, 2, 1, 0.6277076
154, 1,8,1,5, 5, 1, 2.386766
154, 1,8,2,8, 7, 0, 0.722267
154, 1,8,2,7, 5, 0, 0.7326531
154, 1,8,2,4, 4, 1, 1.959347
154, 1,8,2,7, 6, 0, 0.7481899
154, 1,8,2,3, 3, 1, 4.212407
154, 1,8,2,8, 8, 1, 1.628851
154, 1,8,2,2, 2, 1, 1.670904
154, 1,8,2,1, 1, 1, 1.185055
ID , flexibility, size, round, selection, target, success, time, 
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:27:33 AM,154, 1,12,1,9, 10, 0, 1.704714
2019-08-30 8:27:36 AM,154, 1,12,1,6, 6, 1, 3.012617
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:28:23 AM,154, 1,12,1,6, 6, 1, 2.728642
2019-08-30 8:28:24 AM,154, 1,12,1,9, 8, 0, 0.7812752
2019-08-30 8:28:27 AM,154, 1,12,1,9, 9, 1, 2.097991
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:28:38 AM,154, 1,12,1,1, 7, 0, 0.7656318
2019-08-30 8:28:39 AM,154, 1,12,1,10, 10, 1, 0.9061188
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:29:19 AM,154, 1,8,1,8, 8, 1, 1.280293
2019-08-30 8:29:20 AM,154, 1,8,1,6, 5, 0, 0.7504047
2019-08-30 8:29:22 AM,154, 1,8,1,1, 1, 1, 1.119096
2019-08-30 8:29:24 AM,154, 1,8,1,2, 2, 1, 0.9689125
2019-08-30 8:29:30 AM,154, 1,8,1,4, 3, 0, 1.463857
2019-08-30 8:29:32 AM,154, 1,8,1,6, 6, 1, 1.526109
2019-08-30 8:29:33 AM,154, 1,8,1,6, 7, 0, 0.6501386
2019-08-30 8:29:34 AM,154, 1,8,1,4, 4, 1, 0.7825751
2019-08-30 8:29:38 AM,154, 1,8,2,4, 4, 1, 0.8875402
2019-08-30 8:29:39 AM,154, 1,8,2,1, 1, 1, 0.6500328
2019-08-30 8:29:40 AM,154, 1,8,2,6, 7, 0, 0.5475659
2019-08-30 8:29:41 AM,154, 1,8,2,7, 6, 0, 0.4940916
2019-08-30 8:29:43 AM,154, 1,8,2,5, 5, 1, 1.14105
2019-08-30 8:29:44 AM,154, 1,8,2,1, 2, 0, 0.7175365
2019-08-30 8:29:48 AM,154, 1,8,2,3, 3, 1, 0.8062722
2019-08-30 8:29:50 AM,154, 1,8,2,1, 8, 0, 0.6865469
2019-08-30 8:29:54 AM,154, 1,12,3,7, 7, 1, 0.9653711
2019-08-30 8:29:56 AM,154, 1,12,3,12, 1, 0, 1.481717
2019-08-30 8:29:59 AM,154, 1,12,3,10, 10, 1, 1.837585
2019-08-30 8:30:00 AM,154, 1,12,3,1, 2, 0, 0.6631911
2019-08-30 8:30:01 AM,154, 1,12,3,12, 12, 1, 0.7246931
2019-08-30 8:30:03 AM,154, 1,12,3,6, 6, 1, 0.9906352
2019-08-30 8:30:04 AM,154, 1,12,3,11, 11, 1, 0.874202
2019-08-30 8:30:05 AM,154, 1,12,3,9, 9, 1, 0.7726517
2019-08-30 8:30:07 AM,154, 1,12,3,2, 3, 0, 0.819108
2019-08-30 8:30:08 AM,154, 1,12,3,3, 5, 0, 0.8286158
2019-08-30 8:30:09 AM,154, 1,12,3,4, 4, 1, 1.111846
2019-08-30 8:30:11 AM,154, 1,12,3,8, 8, 1, 1.083012
2019-08-30 8:30:16 AM,154, 1,12,4,9, 9, 1, 0.7605167
2019-08-30 8:30:17 AM,154, 1,12,4,8, 8, 1, 0.7505854
2019-08-30 8:30:18 AM,154, 1,12,4,1, 1, 1, 0.9953784
2019-08-30 8:30:20 AM,154, 1,12,4,12, 11, 0, 0.7676855
2019-08-30 8:30:22 AM,154, 1,12,4,1, 12, 0, 1.598513
2019-08-30 8:30:23 AM,154, 1,12,4,10, 10, 1, 0.612536
2019-08-30 8:30:24 AM,154, 1,12,4,3, 3, 1, 0.7194338
2019-08-30 8:30:26 AM,154, 1,12,4,3, 2, 0, 0.7532841
2019-08-30 8:30:27 AM,154, 1,12,4,4, 4, 1, 0.7493424
2019-08-30 8:30:28 AM,154, 1,12,4,6, 6, 1, 0.7681726
2019-08-30 8:30:29 AM,154, 1,12,4,5, 5, 1, 0.5941779
2019-08-30 8:30:30 AM,154, 1,12,4,7, 7, 1, 0.671358
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:32:23 AM,154, 1,12,1,10, 10, 1, 0.8268309
2019-08-30 8:32:25 AM,154, 1,12,1,9, 9, 1, 0.7953615
2019-08-30 8:32:26 AM,154, 1,12,1,6, 5, 0, 0.9888361
2019-08-30 8:32:28 AM,154, 1,12,1,9, 8, 0, 0.745089
2019-08-30 8:32:29 AM,154, 1,12,1,3, 3, 1, 1.423468
2019-08-30 8:32:31 AM,154, 1,12,1,4, 3, 0, 1.159087
2019-08-30 8:32:33 AM,154, 1,12,1,11, 11, 1, 1.119157
2019-08-30 8:32:35 AM,154, 1,12,1,4, 4, 1, 1.522281
2019-08-30 8:32:36 AM,154, 1,12,1,8, 7, 0, 0.721358
2019-08-30 8:32:38 AM,154, 1,12,1,2, 2, 1, 0.9837897
2019-08-30 8:32:39 AM,154, 1,12,1,12, 12, 1, 0.8287275
2019-08-30 8:32:40 AM,154, 1,12,1,1, 1, 1, 0.8944342
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:34:19 AM,154, 1,12,1,1,12, 11, 0, 0.9535551
2019-08-30 8:34:22 AM,154, 1,12,1,2,2, 2, 1, 1.860447
2019-08-30 8:34:23 AM,154, 1,12,1,3,10, 10, 1, 0.7113937
2019-08-30 8:34:24 AM,154, 1,12,1,4,9, 8, 0, 0.7472218
2019-08-30 8:34:26 AM,154, 1,12,1,5,7, 7, 1, 0.9565441
2019-08-30 8:34:27 AM,154, 1,12,1,6,5, 5, 1, 0.8571126
2019-08-30 8:34:28 AM,154, 1,12,1,7,1, 1, 1, 0.9725817
2019-08-30 8:34:30 AM,154, 1,12,1,8,10, 9, 0, 0.8254482
2019-08-30 8:34:32 AM,154, 1,12,1,9,3, 3, 1, 1.060895
2019-08-30 8:34:33 AM,154, 1,12,1,10,4, 4, 1, 1.253528
2019-08-30 8:34:35 AM,154, 1,12,1,11,1, 12, 0, 0.7443691
2019-08-30 8:34:37 AM,154, 1,12,1,12,7, 6, 0, 1.505376
time, ID , flexibility, size, round, count, selection, target, success, time, 
2019-08-30 8:36:50 AM,154, 1,4,1,1,4, 4, 1, 1.016752
2019-08-30 8:36:52 AM,154, 1,4,1,2,1, 1, 1, 0.7965803
2019-08-30 8:36:53 AM,154, 1,4,1,3,2, 2, 1, 0.7964866
2019-08-30 8:36:54 AM,154, 1,4,1,4,3, 3, 1, 0.7306469
time, ID , flexibility, sensitivity, size, round, count, selection, target, success, time, 
2019-08-30 8:52:58 AM,154, 1,10,4,1,1,1, 1, 1, 2.864652
2019-08-30 8:52:59 AM,154, 1,10,4,1,2,4, 4, 1, 0.6497235
2019-08-30 8:53:00 AM,154, 1,10,4,1,3,2, 2, 1, 0.5966268
2019-08-30 8:53:01 AM,154, 1,10,4,1,4,3, 3, 1, 0.4666572
2019-08-30 8:53:04 AM,154, 1,10,4,2,5,3, 2, 0, 0.91154
2019-08-30 8:53:05 AM,154, 1,10,4,2,6,4, 4, 1, 0.780864
2019-08-30 8:53:06 AM,154, 1,10,4,2,7,1, 1, 1, 0.6800025
2019-08-30 8:53:07 AM,154, 1,10,4,2,8,3, 3, 1, 0.6765473
2019-08-30 8:53:09 AM,154, 1,10,12,3,9,4, 5, 0, 0.6290106
2019-08-30 8:53:10 AM,154, 1,10,12,3,10,9, 9, 1, 0.989858
2019-08-30 8:53:12 AM,154, 1,10,12,3,11,10, 11, 0, 1.493619
2019-08-30 8:53:14 AM,154, 1,10,12,3,12,8, 7, 0, 1.424233
2019-08-30 8:53:16 AM,154, 1,10,12,3,13,12, 12, 1, 0.8889173
2019-08-30 8:53:17 AM,154, 1,10,12,3,14,1, 1, 1, 0.7358215
2019-08-30 8:53:18 AM,154, 1,10,12,3,15,11, 10, 0, 0.8050347
2019-08-30 8:53:20 AM,154, 1,10,12,3,16,3, 3, 1, 0.966226
2019-08-30 8:53:21 AM,154, 1,10,12,3,17,6, 6, 1, 1.295122
2019-08-30 8:53:22 AM,154, 1,10,12,3,18,9, 8, 0, 0.7247801
2019-08-30 8:53:24 AM,154, 1,10,12,3,19,2, 2, 1, 0.7149161
2019-08-30 8:53:25 AM,154, 1,10,12,3,20,4, 4, 1, 0.7545387
2019-08-30 8:53:27 AM,154, 1,10,12,4,21,10, 10, 1, 0.7026611
2019-08-30 8:53:28 AM,154, 1,10,12,4,22,3, 3, 1, 0.936869
2019-08-30 8:53:29 AM,154, 1,10,12,4,23,9, 9, 1, 0.8046085
2019-08-30 8:53:30 AM,154, 1,10,12,4,24,2, 2, 1, 0.6882776
2019-08-30 8:53:32 AM,154, 1,10,12,4,25,6, 6, 1, 1.268222
2019-08-30 8:53:33 AM,154, 1,10,12,4,26,8, 8, 1, 0.6859025
2019-08-30 8:53:34 AM,154, 1,10,12,4,27,12, 11, 0, 0.8742794
2019-08-30 8:53:35 AM,154, 1,10,12,4,28,12, 1, 0, 0.747254
2019-08-30 8:53:36 AM,154, 1,10,12,4,29,7, 7, 1, 0.7087482
2019-08-30 8:53:37 AM,154, 1,10,12,4,30,4, 4, 1, 0.6581792
2019-08-30 8:53:39 AM,154, 1,10,12,4,31,5, 5, 1, 0.524111
2019-08-30 8:53:40 AM,154, 1,10,12,4,32,12, 12, 1, 0.5051155
2019-08-30 8:53:42 AM,154, 1,10,8,5,33,4, 4, 1, 0.8145549
2019-08-30 8:53:43 AM,154, 1,10,8,5,34,1, 1, 1, 0.7073488
2019-08-30 8:53:44 AM,154, 1,10,8,5,35,5, 5, 1, 0.7217432
2019-08-30 8:53:45 AM,154, 1,10,8,5,36,7, 7, 1, 0.671478
2019-08-30 8:53:46 AM,154, 1,10,8,5,37,2, 2, 1, 0.6658668
2019-08-30 8:53:47 AM,154, 1,10,8,5,38,3, 3, 1, 0.704796
2019-08-30 8:53:48 AM,154, 1,10,8,5,39,8, 8, 1, 0.0212844
2019-08-30 8:53:49 AM,154, 1,10,8,5,40,4, 6, 0, 0.0298184
2019-08-30 8:53:51 AM,154, 1,10,8,6,41,2, 2, 1, 0.6703256
2019-08-30 8:53:52 AM,154, 1,10,8,6,42,5, 5, 1, 0.6220282
2019-08-30 8:53:53 AM,154, 1,10,8,6,43,3, 3, 1, 0.6229578
2019-08-30 8:53:54 AM,154, 1,10,8,6,44,7, 7, 1, 0.7253758
2019-08-30 8:53:55 AM,154, 1,10,8,6,45,8, 8, 1, 0.6754135
2019-08-30 8:53:56 AM,154, 1,10,8,6,46,6, 6, 1, 0.6134728
2019-08-30 8:53:57 AM,154, 1,10,8,6,47,1, 1, 1, 0.580173
2019-08-30 8:53:58 AM,154, 1,10,8,6,48,4, 4, 1, 0.9284554
date/time, ID , flexibility, sensitivity, size, round, count, selection, target, success, time, 
August 30, 2019,154, 1,10,12,1,1,10, 9, 0, 0.7360775
August 30, 2019,154, 1,10,12,1,2,8, 8, 1, 0.7479861
August 30, 2019,154, 1,10,12,1,3,5, 3, 0, 0.730078
August 30, 2019,154, 1,10,12,1,4,1, 11, 0, 0.6659142
August 30, 2019,154, 1,10,12,1,5,11, 6, 0, 0.5578978
August 30, 2019,154, 1,10,12,1,6,11, 10, 0, 1.563697
