ID , size, flexibility, selection, target, success, time, 
2, 8,4,3, 3, 1, 1.005394
2, 8,4,1, 8, 0, 1.000662
2, 8,4,5, 5, 1, 0.8851997
2, 8,4,1, 1, 1, 0.6453337
2, 8,4,2, 2, 1, 0.5030839
2, 8,4,4, 4, 1, 0.6846162
2, 8,4,6, 6, 1, 0.6008196
2, 8,4,7, 7, 1, 0.581905
2, 8,4,1, 1, 1, 0.3818703
2, 8,4,5, 5, 1, 0.6888766
2, 8,4,5, 4, 0, 0.9431664
2, 8,4,7, 7, 1, 0.7198709
2, 8,4,1, 8, 0, 0.4927394
2, 8,4,6, 6, 1, 0.6692774
2, 8,4,3, 3, 1, 0.5744298
2, 8,4,2, 2, 1, 0.5670357
2, 4,4,1, 1, 1, 0.592297
2, 4,4,2, 2, 1, 0.542925
2, 4,4,1, 4, 0, 0.6065556
2, 4,4,3, 3, 1, 0.5696105
2, 4,4,3, 3, 1, 0.5973066
2, 4,4,1, 1, 1, 0.5184351
2, 4,4,1, 4, 0, 0.5067679
2, 4,4,2, 2, 1, 0.6831006
2, 12,4,2, 2, 1, 0.6508135
2, 12,4,10, 10, 1, 0.9555666
2, 12,4,8, 8, 1, 0.7373786
2, 12,4,7, 7, 1, 0.5872346
2, 12,4,3, 3, 1, 0.6678888
2, 12,4,11, 11, 1, 0.9991341
2, 12,4,7, 6, 0, 1.098775
2, 12,4,4, 4, 1, 0.5656195
2, 12,4,1, 12, 0, 0.7950329
2, 12,4,5, 5, 1, 0.5660286
2, 12,4,9, 9, 1, 0.6812027
2, 12,4,1, 1, 1, 0.5544086
