date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:28:11 PM,22, 4,12,8,1,1,3, 3, 1, 0.7366045
2019-09-25,11:28:12 PM,22, 4,12,8,1,2,2, 2, 1, 0.7262318
2019-09-25,11:28:13 PM,22, 4,12,8,1,3,8, 8, 1, 0.7184219
2019-09-25,11:28:14 PM,22, 4,12,8,1,4,7, 7, 1, 0.9253818
2019-09-25,11:28:16 PM,22, 4,12,8,1,5,4, 4, 1, 0.6623434
2019-09-25,11:28:17 PM,22, 4,12,8,1,6,6, 6, 1, 0.9998735
2019-09-25,11:28:18 PM,22, 4,12,8,1,7,1, 1, 1, 0.6706982
2019-09-25,11:28:19 PM,22, 4,12,8,1,8,5, 5, 1, 0.7240893
2019-09-25,11:28:27 PM,22, 4,12,8,2,9,1, 1, 1, 0.6347968
2019-09-25,11:28:28 PM,22, 4,12,8,2,10,8, 8, 1, 0.5691121
2019-09-25,11:28:29 PM,22, 4,12,8,2,11,3, 3, 1, 0.7078529
2019-09-25,11:28:30 PM,22, 4,12,8,2,12,6, 6, 1, 0.5859647
2019-09-25,11:28:31 PM,22, 4,12,8,2,13,7, 7, 1, 0.580711
2019-09-25,11:28:32 PM,22, 4,12,8,2,14,4, 4, 1, 0.6411011
2019-09-25,11:28:33 PM,22, 4,12,8,2,15,5, 5, 1, 0.6611855
2019-09-25,11:28:34 PM,22, 4,12,8,2,16,2, 2, 1, 0.7156605
2019-09-25,11:28:37 PM,22, 4,12,8,3,17,1, 1, 1, 0.718978
2019-09-25,11:28:38 PM,22, 4,12,8,3,18,5, 5, 1, 0.6956744
2019-09-25,11:28:39 PM,22, 4,12,8,3,19,2, 2, 1, 0.5602143
2019-09-25,11:28:39 PM,22, 4,12,8,3,20,8, 8, 1, 0.5425913
2019-09-25,11:28:40 PM,22, 4,12,8,3,21,7, 7, 1, 0.5512189
2019-09-25,11:28:41 PM,22, 4,12,8,3,22,6, 6, 1, 0.5525209
2019-09-25,11:28:42 PM,22, 4,12,8,3,23,4, 4, 1, 0.683286
2019-09-25,11:28:43 PM,22, 4,12,8,3,24,3, 3, 1, 0.7032004
2019-09-25,11:28:46 PM,22, 4,12,8,4,25,3, 3, 1, 0.7125687
2019-09-25,11:28:47 PM,22, 4,12,8,4,26,2, 2, 1, 0.5736263
2019-09-25,11:28:48 PM,22, 4,12,8,4,27,5, 5, 1, 0.6318049
2019-09-25,11:28:48 PM,22, 4,12,8,4,28,8, 8, 1, 0.5889264
2019-09-25,11:28:49 PM,22, 4,12,8,4,29,1, 1, 1, 0.5649907
2019-09-25,11:28:50 PM,22, 4,12,8,4,30,4, 4, 1, 0.7027324
2019-09-25,11:28:51 PM,22, 4,12,8,4,31,7, 7, 1, 0.7794853
2019-09-25,11:28:52 PM,22, 4,12,8,4,32,6, 6, 1, 0.637337
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:30:59 PM,22, 4,12,4,1,1,1, 1, 1, 0.7418807
2019-09-25,11:31:01 PM,22, 4,12,4,1,2,2, 2, 1, 0.735172
2019-09-25,11:31:02 PM,22, 4,12,4,1,3,4, 4, 1, 0.5505019
2019-09-25,11:31:02 PM,22, 4,12,4,1,4,3, 3, 1, 0.5755504
2019-09-25,11:31:06 PM,22, 4,12,4,2,5,1, 1, 1, 0.6397544
2019-09-25,11:31:07 PM,22, 4,12,4,2,6,4, 4, 1, 0.6714732
2019-09-25,11:31:07 PM,22, 4,12,4,2,7,3, 3, 1, 0.6490671
2019-09-25,11:31:08 PM,22, 4,12,4,2,8,2, 2, 1, 0.6078311
2019-09-25,11:31:10 PM,22, 4,12,4,3,9,2, 2, 1, 0.6069239
2019-09-25,11:31:11 PM,22, 4,12,4,3,10,4, 4, 1, 0.5263652
2019-09-25,11:31:12 PM,22, 4,12,4,3,11,3, 3, 1, 0.5478075
2019-09-25,11:31:13 PM,22, 4,12,4,3,12,1, 1, 1, 0.552017
2019-09-25,11:31:15 PM,22, 4,12,4,4,13,2, 2, 1, 0.6530293
2019-09-25,11:31:16 PM,22, 4,12,4,4,14,3, 3, 1, 0.6304389
2019-09-25,11:31:16 PM,22, 4,12,4,4,15,4, 4, 1, 0.5512001
2019-09-25,11:31:17 PM,22, 4,12,4,4,16,1, 1, 1, 0.486718
2019-09-25,11:31:19 PM,22, 4,12,4,5,17,3, 3, 1, 0.5470123
2019-09-25,11:31:20 PM,22, 4,12,4,5,18,1, 1, 1, 0.5096903
2019-09-25,11:31:21 PM,22, 4,12,4,5,19,2, 2, 1, 0.6431322
2019-09-25,11:31:21 PM,22, 4,12,4,5,20,4, 4, 1, 0.4428731
2019-09-25,11:31:23 PM,22, 4,12,4,6,21,4, 4, 1, 0.530423
2019-09-25,11:31:24 PM,22, 4,12,4,6,22,3, 3, 1, 0.5530308
2019-09-25,11:31:25 PM,22, 4,12,4,6,23,2, 2, 1, 0.6477853
2019-09-25,11:31:25 PM,22, 4,12,4,6,24,1, 1, 1, 0.5376168
2019-09-25,11:31:27 PM,22, 4,12,8,7,25,5, 5, 1, 0.6547619
2019-09-25,11:31:29 PM,22, 4,12,8,7,26,4, 4, 1, 0.7712097
2019-09-25,11:31:30 PM,22, 4,12,8,7,27,2, 2, 1, 0.5489748
2019-09-25,11:31:31 PM,22, 4,12,8,7,28,7, 7, 1, 0.5376067
2019-09-25,11:31:32 PM,22, 4,12,8,7,29,3, 3, 1, 0.5070163
2019-09-25,11:31:32 PM,22, 4,12,8,7,30,1, 1, 1, 0.5889748
2019-09-25,11:31:33 PM,22, 4,12,8,7,31,6, 6, 1, 0.6195866
2019-09-25,11:31:35 PM,22, 4,12,8,7,32,8, 8, 1, 1.095774
2019-09-25,11:31:37 PM,22, 4,12,8,8,33,2, 2, 1, 0.6669998
2019-09-25,11:31:38 PM,22, 4,12,8,8,34,1, 1, 1, 0.50431
2019-09-25,11:31:39 PM,22, 4,12,8,8,35,3, 3, 1, 0.5762366
2019-09-25,11:31:40 PM,22, 4,12,8,8,36,4, 4, 1, 0.6193328
2019-09-25,11:31:41 PM,22, 4,12,8,8,37,6, 6, 1, 0.5951139
2019-09-25,11:31:42 PM,22, 4,12,8,8,38,5, 5, 1, 0.6393136
2019-09-25,11:31:43 PM,22, 4,12,8,8,39,8, 8, 1, 0.6535503
2019-09-25,11:31:44 PM,22, 4,12,8,8,40,7, 7, 1, 0.5687968
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:34:31 PM,22, 4,12,8,1,1,5, 5, 1, 0.6751611
2019-09-25,11:34:32 PM,22, 4,12,8,1,2,8, 8, 1, 1.065763
2019-09-25,11:34:34 PM,22, 4,12,8,1,3,6, 6, 1, 0.6426595
2019-09-25,11:34:35 PM,22, 4,12,8,1,4,2, 2, 1, 0.6470538
2019-09-25,11:34:36 PM,22, 4,12,8,1,5,1, 1, 1, 0.7031189
2019-09-25,11:34:36 PM,22, 4,12,8,1,6,7, 7, 1, 0.6007522
2019-09-25,11:34:37 PM,22, 4,12,8,1,7,3, 3, 1, 0.596973
2019-09-25,11:34:39 PM,22, 4,12,8,1,8,4, 4, 1, 0.6442196
2019-09-25,11:34:43 PM,22, 4,12,8,2,9,1, 1, 1, 0.6066102
2019-09-25,11:34:43 PM,22, 4,12,8,2,10,2, 2, 1, 0.5767902
2019-09-25,11:34:45 PM,22, 4,12,8,2,11,8, 8, 1, 0.8386264
2019-09-25,11:34:46 PM,22, 4,12,8,2,12,4, 4, 1, 0.6482434
2019-09-25,11:34:47 PM,22, 4,12,8,2,13,7, 7, 1, 0.5885202
2019-09-25,11:34:48 PM,22, 4,12,8,2,14,5, 5, 1, 0.7205911
2019-09-25,11:34:49 PM,22, 4,12,8,2,15,3, 3, 1, 0.7861302
2019-09-25,11:34:50 PM,22, 4,12,8,2,16,6, 6, 1, 0.776801
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:36:18 PM,22, 4,12,4,1,1,3, 3, 1, 0.7979829
2019-09-25,11:36:19 PM,22, 4,12,4,1,2,2, 2, 1, 0.7112701
2019-09-25,11:36:20 PM,22, 4,12,4,1,3,1, 1, 1, 0.5354916
2019-09-25,11:36:21 PM,22, 4,12,4,1,4,4, 4, 1, 0.4819413
2019-09-25,11:36:23 PM,22, 4,12,4,2,5,2, 2, 1, 0.5752752
2019-09-25,11:36:24 PM,22, 4,12,4,2,6,3, 3, 1, 0.5909744
2019-09-25,11:36:25 PM,22, 4,12,4,2,7,4, 4, 1, 0.4992258
2019-09-25,11:36:25 PM,22, 4,12,4,2,8,1, 1, 1, 0.5518974
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:36:54 PM,22, 4,12,12,1,1,2, 1, 0, 0.8486065
2019-09-25,11:36:56 PM,22, 4,12,12,1,2,7, 7, 1, 1.230181
2019-09-25,11:36:58 PM,22, 4,12,12,1,3,12, 12, 1, 1.074592
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:37:52 PM,22, 4,12,12,1,1,2, 2, 1, 0.9290758
2019-09-25,11:37:54 PM,22, 4,12,12,1,2,5, 6, 0, 1.051762
2019-09-25,11:37:59 PM,22, 4,12,12,1,3,2, 11, 0, 1.303226
2019-09-25,11:38:01 PM,22, 4,12,12,1,4,11, 12, 0, 0.6060627
2019-09-25,11:38:02 PM,22, 4,12,12,1,5,3, 3, 1, 0.7167784
2019-09-25,11:38:04 PM,22, 4,12,12,1,6,8, 8, 1, 0.8983158
2019-09-25,11:38:06 PM,22, 4,12,12,1,7,10, 10, 1, 1.512736
2019-09-25,11:38:07 PM,22, 4,12,12,1,8,4, 4, 1, 0.9273203
2019-09-25,11:38:09 PM,22, 4,12,12,1,9,12, 1, 0, 1.355293
2019-09-25,11:38:12 PM,22, 4,12,12,1,10,7, 7, 1, 1.607528
date, time, id , flexibility, sensitivity, size, round, count, selection, target, success, timeTaken, 
2019-09-25,11:38:52 PM,22, 4,12,8,1,1,3, 3, 1, 0.7395994
2019-09-25,11:38:54 PM,22, 4,12,8,1,2,4, 4, 1, 0.6960736
2019-09-25,11:38:55 PM,22, 4,12,8,1,3,8, 8, 1, 0.9516994
2019-09-25,11:38:57 PM,22, 4,12,8,1,4,5, 5, 1, 0.941554
2019-09-25,11:38:58 PM,22, 4,12,8,1,5,1, 1, 1, 0.7835979
2019-09-25,11:38:59 PM,22, 4,12,8,1,6,7, 7, 1, 0.7313345
2019-09-25,11:39:00 PM,22, 4,12,8,1,7,6, 6, 1, 0.7128968
2019-09-25,11:39:01 PM,22, 4,12,8,1,8,2, 2, 1, 0.6831831
